transaction_id,user_id,amount,hour,day_of_week,category,age,gender,country,device,payment_method,ip_address,location,transaction_time,item_quantity,shipping_address,browser_info,is_fraud
855,105,41.64354426522145,12,5,clothing,39,F,UK,mobile,paypal,20.148.184.160,Toronto,2025-10-15 21:30:00,1,Different,Firefox,0.0
856,7589,28.385055340966847,22,3,groceries,76,F,France,tablet,crypto,218.59.48.23,Montreal,2025-10-15 21:45:00,4,Different,Chrome,0.0
857,8759,39.7207147697974,13,0,groceries,51,F,UK,desktop,credit_card,4.70.87.168,Chicago,2025-10-15 22:00:00,1,Different,Safari,0.0
858,8295,28.521219832004164,23,0,toys,74,M,Canada,tablet,crypto,183.224.137.47,Guangzhou,2025-10-15 22:15:00,6,Different,Edge,0.0
859,6066,12.114155177728195,20,5,books,61,F,France,desktop,bank_transfer,190.175.93.58,Lyon,2025-10-15 22:30:00,5,Same as billing,Chrome,0.0
860,8937,10.61312509497556,20,3,home,74,F,Canada,mobile,credit_card,205.204.233.139,Lyon,2025-10-15 22:45:00,3,Same as billing,Chrome,0.0
861,217,13.47657044301814,10,6,clothing,72,M,China,desktop,paypal,197.244.215.85,Toronto,2025-10-15 23:00:00,9,Same as billing,Safari,0.0
862,2651,20.791494273455577,7,3,groceries,31,F,USA,mobile,crypto,57.67.30.81,Guangzhou,2025-10-15 23:15:00,9,Different,Firefox,0.0
863,5660,46.87381704533084,21,3,toys,76,M,India,desktop,paypal,53.213.247.224,Toronto,2025-10-15 23:30:00,6,Different,Firefox,0.0
864,4389,40.98552861441206,10,1,books,26,M,USA,desktop,paypal,92.194.183.14,London,2025-10-15 23:45:00,6,Same as billing,Firefox,0.0
865,946,24.47607025518429,11,3,groceries,37,M,UK,desktop,bank_transfer,66.247.249.57,New York,2025-10-16 00:00:00,9,Different,Safari,0.0
866,6416,27.18845194044083,17,2,groceries,33,F,Canada,desktop,debit_card,210.225.23.32,Guangzhou,2025-10-16 00:15:00,2,Same as billing,Firefox,0.0
867,6569,16.952425594988668,10,4,home,75,F,Canada,desktop,credit_card,133.160.6.114,Bangalore,2025-10-16 00:30:00,1,Different,Chrome,0.0
868,9433,36.69588304124586,13,3,books,34,F,France,mobile,debit_card,173.48.221.127,Toronto,2025-10-16 00:45:00,3,Different,Safari,0.0
869,9015,41.12445521579171,16,1,books,34,F,USA,tablet,debit_card,246.177.197.76,Berlin,2025-10-16 01:00:00,8,Same as billing,Edge,0.0
870,324,15.750711305040944,19,6,clothing,51,F,UK,mobile,bank_transfer,27.5.80.240,Berlin,2025-10-16 01:15:00,2,Different,Firefox,0.0
871,4308,6.881973070390941,22,2,toys,59,M,UK,tablet,paypal,253.84.38.251,New York,2025-10-16 01:30:00,8,Different,Chrome,0.0
872,6383,33.07500244233367,15,1,electronics,79,M,France,mobile,paypal,164.123.169.142,Berlin,2025-10-16 01:45:00,6,Same as billing,Safari,0.0
873,2148,30.313045361089248,7,1,clothing,28,F,France,desktop,credit_card,25.114.193.206,Montreal,2025-10-16 02:00:00,4,Same as billing,Chrome,0.0
874,6333,23.095901976299437,8,5,toys,52,F,China,tablet,bank_transfer,120.40.235.227,Berlin,2025-10-16 02:15:00,4,Different,Firefox,0.0
875,9865,33.97522737979446,18,1,clothing,79,F,UK,tablet,crypto,229.45.255.228,Berlin,2025-10-16 02:30:00,7,Same as billing,Safari,0.0
876,1928,29.77759840933146,22,1,toys,51,F,France,mobile,paypal,161.60.254.9,Toronto,2025-10-16 02:45:00,7,Different,Safari,0.0
877,2017,16.276170946738674,8,0,electronics,53,M,China,tablet,credit_card,52.206.211.18,Montreal,2025-10-16 03:00:00,9,Same as billing,Firefox,0.0
878,4334,22.897803903022506,15,4,home,25,F,Canada,desktop,crypto,0.46.155.105,Toronto,2025-10-16 03:15:00,4,Same as billing,Safari,0.0
879,7088,24.265110638625877,13,5,toys,36,F,UK,tablet,debit_card,233.174.186.27,Bangalore,2025-10-16 03:30:00,9,Different,Chrome,0.0
880,2126,44.611159751400365,9,5,electronics,69,F,Germany,mobile,bank_transfer,114.232.169.242,Guangzhou,2025-10-16 03:45:00,4,Different,Firefox,0.0
881,3844,48.240686935803176,18,0,clothing,67,F,USA,tablet,crypto,186.231.58.49,Chicago,2025-10-16 04:00:00,2,Same as billing,Chrome,0.0
882,9193,45.18506130784237,12,2,books,50,F,USA,mobile,paypal,113.1.174.181,Lyon,2025-10-16 04:15:00,7,Different,Chrome,0.0
883,109,37.363011082339085,12,0,groceries,79,M,Germany,desktop,credit_card,149.191.54.23,Montreal,2025-10-16 04:30:00,9,Different,Firefox,0.0
884,360,31.324673012261982,21,5,electronics,73,M,Germany,mobile,credit_card,84.252.71.209,New York,2025-10-16 04:45:00,2,Same as billing,Safari,0.0
885,6138,36.016773595967976,10,2,electronics,40,M,India,mobile,bank_transfer,54.130.100.96,New York,2025-10-16 05:00:00,6,Different,Chrome,0.0
886,9965,47.25991493297101,22,5,electronics,75,F,Canada,tablet,debit_card,61.201.110.234,New York,2025-10-16 05:15:00,6,Different,Firefox,0.0
887,2319,16.24994308507243,15,3,toys,19,F,UK,mobile,paypal,97.173.55.212,Birmingham,2025-10-16 05:30:00,3,Different,Edge,0.0
888,7141,29.08042284530322,9,2,toys,25,M,France,mobile,debit_card,23.63.230.234,Guangzhou,2025-10-16 05:45:00,8,Different,Edge,0.0
889,2160,36.032360855018354,19,5,books,46,M,USA,mobile,bank_transfer,68.255.2.24,Birmingham,2025-10-16 06:00:00,5,Same as billing,Chrome,0.0
890,5387,35.56611505959236,10,0,home,59,F,Germany,mobile,bank_transfer,221.247.90.88,Bangalore,2025-10-16 06:15:00,4,Different,Chrome,0.0
891,1719,16.352553180957642,7,5,clothing,68,F,India,mobile,debit_card,65.53.198.164,Birmingham,2025-10-16 06:30:00,4,Same as billing,Firefox,0.0
892,8612,31.402918732538833,19,0,home,24,M,UK,mobile,crypto,196.214.127.140,Guangzhou,2025-10-16 06:45:00,5,Different,Firefox,0.0
893,1442,40.81609140890704,23,2,toys,66,M,France,tablet,crypto,203.175.150.231,New York,2025-10-16 07:00:00,4,Same as billing,Safari,0.0
894,2932,26.378554102260974,16,0,toys,77,M,India,tablet,bank_transfer,68.70.211.153,New York,2025-10-16 07:15:00,6,Different,Firefox,0.0
895,2924,40.69841345144307,21,2,electronics,46,M,USA,mobile,crypto,160.111.102.107,Birmingham,2025-10-16 07:30:00,8,Same as billing,Safari,0.0
896,2094,21.194716898954965,23,1,electronics,48,F,UK,mobile,crypto,148.176.67.91,Chicago,2025-10-16 07:45:00,2,Same as billing,Chrome,0.0
897,3590,47.24420572236915,21,4,home,47,M,USA,mobile,credit_card,165.59.180.245,London,2025-10-16 08:00:00,7,Same as billing,Safari,0.0
898,9410,29.026779822459545,9,6,clothing,52,M,Canada,desktop,debit_card,213.146.216.6,New York,2025-10-16 08:15:00,6,Same as billing,Chrome,0.0
899,8084,31.817657785667645,6,2,toys,42,F,India,mobile,credit_card,54.12.195.74,Bangalore,2025-10-16 08:30:00,4,Different,Firefox,0.0
900,1704,6.411270596206478,19,6,toys,64,M,USA,tablet,credit_card,27.28.102.136,Lyon,2025-10-16 08:45:00,2,Same as billing,Firefox,0.0
901,335,12.66211117078674,17,6,home,21,F,Canada,tablet,bank_transfer,82.146.128.74,Toronto,2025-10-16 09:00:00,1,Different,Chrome,0.0
902,2008,33.48202462119701,15,1,groceries,66,M,Canada,mobile,bank_transfer,31.151.104.16,Guangzhou,2025-10-16 09:15:00,8,Same as billing,Safari,0.0
903,8667,23.89416673020221,9,1,electronics,60,M,Canada,tablet,bank_transfer,183.231.52.114,Bangalore,2025-10-16 09:30:00,8,Same as billing,Edge,0.0
904,3630,27.86737057061786,8,1,books,79,F,France,tablet,credit_card,199.121.147.24,Birmingham,2025-10-16 09:45:00,9,Different,Chrome,0.0
905,5356,7.83371339301652,9,6,toys,55,M,China,desktop,paypal,195.198.213.160,Birmingham,2025-10-16 10:00:00,5,Same as billing,Edge,0.0
906,2735,42.53608572846729,20,1,clothing,34,F,France,mobile,credit_card,27.6.128.103,Berlin,2025-10-16 10:15:00,9,Different,Chrome,0.0
907,8262,40.30275210332977,16,2,groceries,27,F,Canada,tablet,credit_card,226.115.188.100,Birmingham,2025-10-16 10:30:00,4,Same as billing,Safari,0.0
908,9862,13.340928907483228,21,6,home,18,M,UK,tablet,credit_card,99.150.229.90,London,2025-10-16 10:45:00,4,Different,Safari,0.0
909,2660,33.54482107658207,9,6,home,35,F,China,mobile,crypto,38.95.88.61,New York,2025-10-16 11:00:00,5,Different,Edge,0.0
910,5515,41.824184524442224,11,0,clothing,63,F,China,tablet,crypto,193.20.219.142,Montreal,2025-10-16 11:15:00,3,Same as billing,Chrome,0.0
911,3491,33.838436138701994,13,1,electronics,36,F,Canada,desktop,bank_transfer,135.66.82.130,Bangalore,2025-10-16 11:30:00,5,Different,Firefox,0.0
912,6051,18.96791428831302,18,3,electronics,78,M,India,mobile,credit_card,2.169.238.79,Bangalore,2025-10-16 11:45:00,5,Different,Edge,0.0
913,5568,34.52500177151752,9,1,groceries,67,F,UK,tablet,credit_card,20.78.165.26,Birmingham,2025-10-16 12:00:00,4,Same as billing,Safari,0.0
914,8107,14.47077864574455,10,0,clothing,73,M,USA,mobile,bank_transfer,154.251.183.37,Chicago,2025-10-16 12:15:00,5,Same as billing,Edge,0.0
915,9164,19.32147487757394,15,0,toys,49,F,France,tablet,debit_card,162.112.94.34,Birmingham,2025-10-16 12:30:00,5,Same as billing,Edge,0.0
916,9544,15.80313438982304,10,4,groceries,71,F,UK,desktop,paypal,81.212.206.47,Berlin,2025-10-16 12:45:00,9,Different,Chrome,0.0
917,6513,30.061629607559293,17,4,books,48,F,China,tablet,paypal,178.113.109.169,Lyon,2025-10-16 13:00:00,1,Different,Chrome,0.0
918,7041,9.870199104449688,6,6,books,50,F,UK,desktop,debit_card,169.184.150.111,Montreal,2025-10-16 13:15:00,7,Same as billing,Safari,0.0
919,9606,46.99896711567524,15,1,clothing,39,F,UK,mobile,bank_transfer,243.4.58.177,Toronto,2025-10-16 13:30:00,1,Same as billing,Chrome,0.0
920,4920,20.008055914829008,10,1,books,18,F,Germany,desktop,debit_card,228.123.124.20,New York,2025-10-16 13:45:00,1,Different,Edge,0.0
921,2998,14.85365571976106,17,5,clothing,58,M,France,mobile,paypal,164.195.58.197,Berlin,2025-10-16 14:00:00,3,Different,Firefox,0.0
922,7646,27.344741612082405,21,6,toys,63,M,Germany,tablet,debit_card,131.144.12.191,Toronto,2025-10-16 14:15:00,5,Same as billing,Chrome,0.0
923,177,17.464901830462225,10,5,electronics,52,M,USA,tablet,credit_card,228.249.22.151,Toronto,2025-10-16 14:30:00,9,Different,Edge,0.0
924,7677,29.070683887218994,22,4,toys,61,F,UK,tablet,crypto,98.164.42.49,Toronto,2025-10-16 14:45:00,9,Same as billing,Firefox,0.0
925,4327,20.682911740193845,19,1,clothing,66,M,France,tablet,credit_card,85.3.33.107,Berlin,2025-10-16 15:00:00,1,Same as billing,Chrome,0.0
926,700,10.943006484606837,17,5,toys,34,F,China,mobile,paypal,109.217.53.105,London,2025-10-16 15:15:00,3,Different,Edge,0.0
927,1165,16.96528589122679,18,3,books,51,M,France,mobile,crypto,222.36.78.12,London,2025-10-16 15:30:00,1,Same as billing,Safari,0.0
928,2236,24.729793023268634,19,2,toys,46,F,France,tablet,crypto,235.169.19.44,Toronto,2025-10-16 15:45:00,1,Different,Safari,0.0
929,9610,6.363195191583153,10,4,books,23,M,UK,mobile,debit_card,37.27.91.128,London,2025-10-16 16:00:00,9,Different,Edge,0.0
930,7043,39.67891371566429,10,4,electronics,18,M,China,mobile,credit_card,36.116.132.208,Chicago,2025-10-16 16:15:00,2,Same as billing,Chrome,0.0
931,7904,32.98210540656871,23,0,electronics,72,M,Canada,mobile,debit_card,198.230.207.221,Berlin,2025-10-16 16:30:00,1,Same as billing,Edge,0.0
932,6665,32.06118232752594,19,1,books,44,M,India,tablet,paypal,161.8.199.60,Chicago,2025-10-16 16:45:00,6,Different,Firefox,0.0
933,6084,29.57224693472447,23,4,home,29,F,Canada,desktop,crypto,3.32.23.37,Bangalore,2025-10-16 17:00:00,2,Different,Firefox,0.0
934,5242,31.564092754628085,6,4,toys,21,F,Canada,desktop,debit_card,183.54.148.154,New York,2025-10-16 17:15:00,5,Different,Firefox,0.0
935,4770,47.05933787182492,12,5,toys,72,F,Germany,mobile,crypto,44.144.224.195,Montreal,2025-10-16 17:30:00,3,Same as billing,Firefox,0.0
936,2290,5.385614486483331,22,3,clothing,33,M,UK,desktop,credit_card,202.15.242.80,Chicago,2025-10-16 17:45:00,5,Same as billing,Chrome,0.0
937,9284,7.150986934598717,8,6,clothing,69,F,USA,desktop,paypal,112.69.200.151,London,2025-10-16 18:00:00,8,Same as billing,Edge,0.0
938,2812,13.617203446886105,15,1,groceries,28,F,Germany,mobile,credit_card,73.152.191.5,New York,2025-10-16 18:15:00,6,Same as billing,Chrome,0.0
939,2292,12.528562099691754,12,2,books,69,M,France,mobile,debit_card,72.63.21.2,New York,2025-10-16 18:30:00,8,Same as billing,Edge,0.0
940,1348,13.15375067611322,17,3,electronics,79,M,Canada,mobile,debit_card,201.43.156.107,Montreal,2025-10-16 18:45:00,6,Different,Edge,0.0
941,4133,35.237474863189256,20,2,electronics,37,M,France,tablet,bank_transfer,176.108.211.72,London,2025-10-16 19:00:00,4,Same as billing,Firefox,0.0
942,2097,25.67674854725744,21,0,home,43,M,Germany,desktop,credit_card,82.94.113.129,Lyon,2025-10-16 19:15:00,4,Same as billing,Firefox,0.0
943,3787,49.63004952506119,13,4,books,45,F,China,desktop,paypal,99.58.92.27,Birmingham,2025-10-16 19:30:00,3,Same as billing,Safari,0.0
944,4118,15.209866166132517,11,5,toys,59,M,Canada,mobile,crypto,236.37.148.34,Birmingham,2025-10-16 19:45:00,8,Different,Edge,0.0
945,2070,18.98735454623726,9,3,groceries,25,F,UK,tablet,bank_transfer,128.50.101.249,Guangzhou,2025-10-16 20:00:00,9,Different,Safari,0.0
946,8489,49.290832256074204,16,2,books,19,M,Canada,mobile,paypal,169.182.65.120,Bangalore,2025-10-16 20:15:00,8,Same as billing,Chrome,0.0
947,5865,42.42911633610112,22,1,groceries,57,M,Canada,tablet,credit_card,51.145.35.99,Birmingham,2025-10-16 20:30:00,9,Different,Safari,0.0
948,1302,26.140964930533972,7,0,books,43,M,China,desktop,crypto,162.248.230.168,Chicago,2025-10-16 20:45:00,9,Same as billing,Firefox,0.0
949,8235,29.95685984956954,11,6,toys,44,M,Canada,mobile,paypal,156.78.186.161,New York,2025-10-16 21:00:00,3,Same as billing,Firefox,0.0
950,5667,42.943006429377824,9,0,toys,50,F,Germany,mobile,bank_transfer,219.86.2.160,Birmingham,2025-10-16 21:15:00,4,Same as billing,Chrome,0.0
951,7767,26.644111072084762,8,4,books,78,M,Canada,desktop,crypto,126.113.223.141,Montreal,2025-10-16 21:30:00,3,Different,Edge,0.0
952,5842,14.271067561193794,12,4,electronics,72,M,China,tablet,credit_card,184.68.169.245,New York,2025-10-16 21:45:00,5,Same as billing,Chrome,0.0
953,5888,42.28000423494735,12,2,electronics,24,F,Germany,tablet,crypto,236.228.183.156,New York,2025-10-16 22:00:00,9,Same as billing,Firefox,0.0
954,5508,29.199762107403952,21,2,home,71,M,France,desktop,credit_card,249.55.89.41,Guangzhou,2025-10-16 22:15:00,3,Different,Edge,0.0
955,8769,11.886916872371959,7,0,toys,63,F,UK,tablet,debit_card,143.71.100.134,Birmingham,2025-10-16 22:30:00,6,Same as billing,Edge,0.0
956,9546,27.751362403297893,13,2,clothing,53,F,Canada,desktop,debit_card,39.38.9.15,Birmingham,2025-10-16 22:45:00,4,Different,Edge,0.0
957,1022,23.594152126858646,20,4,home,38,F,Germany,desktop,credit_card,207.108.18.133,London,2025-10-16 23:00:00,1,Different,Firefox,0.0
958,519,44.45791393467911,21,0,books,66,M,Canada,desktop,paypal,241.76.187.200,Lyon,2025-10-16 23:15:00,8,Same as billing,Firefox,0.0
959,2304,10.672494411231654,6,0,home,51,F,Canada,tablet,bank_transfer,114.148.68.237,London,2025-10-16 23:30:00,3,Different,Chrome,0.0
960,1220,44.38444120016115,15,6,clothing,75,M,China,mobile,debit_card,46.203.186.5,New York,2025-10-16 23:45:00,8,Different,Edge,0.0
961,1050,28.04949575646281,12,1,toys,40,F,Canada,desktop,paypal,122.84.71.228,New York,2025-10-17 00:00:00,5,Same as billing,Safari,0.0
962,2436,23.196399349151644,21,1,toys,51,F,USA,tablet,crypto,81.91.74.247,Berlin,2025-10-17 00:15:00,8,Same as billing,Firefox,0.0
963,5473,12.288523298132315,15,2,electronics,57,M,UK,desktop,debit_card,183.20.112.249,Guangzhou,2025-10-17 00:30:00,1,Same as billing,Safari,0.0
964,2343,36.53680831874057,17,2,toys,24,F,UK,tablet,paypal,118.32.135.189,Chicago,2025-10-17 00:45:00,6,Same as billing,Safari,0.0
965,2745,46.70630190995182,22,4,electronics,43,M,Germany,desktop,bank_transfer,119.21.105.184,Lyon,2025-10-17 01:00:00,3,Same as billing,Safari,0.0
966,4712,21.89198092546939,18,4,clothing,57,F,France,tablet,crypto,198.240.232.23,Berlin,2025-10-17 01:15:00,5,Same as billing,Firefox,0.0
967,1965,15.871325030187505,17,1,home,69,M,France,desktop,debit_card,20.165.52.140,Montreal,2025-10-17 01:30:00,4,Same as billing,Edge,0.0
968,6128,29.969011264962067,20,0,books,66,M,France,desktop,debit_card,134.89.192.193,Chicago,2025-10-17 01:45:00,9,Different,Safari,0.0
969,7426,40.82836767952416,19,3,books,72,F,Canada,desktop,bank_transfer,187.39.128.192,New York,2025-10-17 02:00:00,3,Same as billing,Safari,0.0
970,6471,5.169546254773987,19,5,home,34,F,China,tablet,credit_card,114.207.180.176,Montreal,2025-10-17 02:15:00,7,Same as billing,Chrome,0.0
971,6459,33.41198463779432,23,5,toys,48,M,Germany,mobile,debit_card,249.246.3.71,London,2025-10-17 02:30:00,4,Same as billing,Chrome,0.0
972,7963,31.84322003143839,10,6,electronics,56,F,India,desktop,credit_card,225.84.117.39,Montreal,2025-10-17 02:45:00,3,Same as billing,Safari,0.0
973,3328,19.3168483611872,11,3,books,42,M,Canada,tablet,bank_transfer,143.108.76.95,Toronto,2025-10-17 03:00:00,3,Same as billing,Edge,0.0
974,3819,25.314035162223664,23,6,toys,54,F,China,tablet,bank_transfer,80.185.60.117,Bangalore,2025-10-17 03:15:00,4,Same as billing,Chrome,0.0
975,2471,16.113345087281942,19,2,groceries,79,M,USA,tablet,paypal,212.169.58.246,Lyon,2025-10-17 03:30:00,7,Different,Edge,0.0
976,2991,40.544858207832924,9,5,groceries,32,M,Germany,mobile,debit_card,245.245.107.82,New York,2025-10-17 03:45:00,9,Same as billing,Safari,0.0
977,3856,33.55407200147485,6,6,books,19,F,Germany,mobile,crypto,210.11.124.22,Lyon,2025-10-17 04:00:00,6,Different,Firefox,0.0
978,4325,28.972022991754336,18,5,home,28,M,China,mobile,crypto,65.82.68.20,Chicago,2025-10-17 04:15:00,1,Same as billing,Firefox,0.0
979,194,22.663678928802224,16,3,home,49,M,India,desktop,bank_transfer,75.28.85.132,Lyon,2025-10-17 04:30:00,8,Different,Firefox,0.0
980,2774,18.112297370932946,8,6,home,47,F,Germany,desktop,crypto,92.207.9.145,London,2025-10-17 04:45:00,2,Different,Safari,0.0
981,6998,42.023141871954415,22,3,toys,34,F,China,tablet,crypto,43.110.229.241,Bangalore,2025-10-17 05:00:00,9,Same as billing,Chrome,0.0
982,893,25.313345169510605,23,1,groceries,41,M,USA,tablet,crypto,246.87.112.210,Berlin,2025-10-17 05:15:00,3,Different,Chrome,0.0
983,2216,27.565133892875274,15,0,toys,62,F,Germany,desktop,paypal,73.93.135.85,Lyon,2025-10-17 05:30:00,7,Same as billing,Chrome,0.0
984,5879,28.437292874333373,21,4,clothing,21,M,India,tablet,paypal,175.232.35.117,Toronto,2025-10-17 05:45:00,6,Different,Chrome,0.0
985,6266,25.17651209442094,18,1,clothing,73,M,China,tablet,bank_transfer,193.197.67.55,Birmingham,2025-10-17 06:00:00,9,Different,Safari,0.0
986,914,16.52397918072907,17,5,books,67,F,China,mobile,crypto,8.103.214.76,Bangalore,2025-10-17 06:15:00,3,Different,Edge,0.0
987,445,10.41531981093734,9,4,clothing,78,F,USA,desktop,bank_transfer,49.90.243.19,Lyon,2025-10-17 06:30:00,2,Same as billing,Chrome,0.0
988,8654,9.434177022548331,13,1,home,63,F,France,mobile,bank_transfer,60.47.246.66,Montreal,2025-10-17 06:45:00,3,Different,Chrome,0.0
989,2543,39.08581355033099,17,1,books,49,M,China,tablet,bank_transfer,0.220.215.189,Toronto,2025-10-17 07:00:00,4,Same as billing,Chrome,0.0
990,7883,15.058752003568012,20,3,groceries,36,F,China,desktop,paypal,22.219.117.246,Berlin,2025-10-17 07:15:00,5,Same as billing,Chrome,0.0
991,1084,7.505276672928901,21,4,electronics,20,M,Germany,mobile,paypal,195.179.50.217,Birmingham,2025-10-17 07:30:00,6,Same as billing,Chrome,0.0
992,7890,40.88828330131487,17,1,groceries,21,F,Canada,desktop,debit_card,68.130.244.119,Berlin,2025-10-17 07:45:00,7,Different,Edge,0.0
993,9931,11.93277437872916,23,3,clothing,42,M,UK,tablet,crypto,42.145.209.131,Toronto,2025-10-17 08:00:00,3,Same as billing,Firefox,0.0
994,927,33.131574128000935,17,2,clothing,26,M,USA,tablet,credit_card,96.2.3.60,Berlin,2025-10-17 08:15:00,9,Same as billing,Chrome,0.0
995,3631,20.238947215153843,21,4,groceries,38,F,France,tablet,paypal,3.192.105.161,London,2025-10-17 08:30:00,3,Same as billing,Firefox,0.0
996,7247,10.691611551108926,16,6,clothing,40,M,India,desktop,credit_card,209.185.54.79,Chicago,2025-10-17 08:45:00,3,Different,Chrome,0.0
997,4551,23.651644066446195,19,1,clothing,63,M,France,desktop,crypto,218.129.133.216,Chicago,2025-10-17 09:00:00,8,Same as billing,Chrome,0.0
998,3976,5.666398750968131,7,5,toys,46,M,UK,mobile,crypto,187.141.203.104,New York,2025-10-17 09:15:00,3,Different,Edge,0.0
999,6059,42.84702421306521,18,2,electronics,47,F,Germany,desktop,paypal,211.247.91.189,Birmingham,2025-10-17 09:30:00,7,Different,Firefox,0.0
1000,226,28.107408260383576,19,3,electronics,42,M,India,mobile,credit_card,247.129.157.176,Toronto,2025-10-17 09:45:00,1,Different,Safari,0.0
1001,3277,11.262200490858282,11,1,groceries,66,F,Canada,mobile,bank_transfer,203.70.60.117,Montreal,2025-10-17 10:00:00,1,Same as billing,Edge,0.0
1002,8895,15.664114327504311,17,5,groceries,46,M,UK,mobile,bank_transfer,228.82.51.109,Lyon,2025-10-17 10:15:00,5,Different,Safari,0.0
1003,6124,25.1588836462337,12,3,clothing,51,M,Germany,desktop,paypal,205.173.26.82,London,2025-10-17 10:30:00,9,Different,Safari,0.0
1004,5209,13.49912222669969,9,3,home,31,F,China,desktop,credit_card,199.2.46.74,New York,2025-10-17 10:45:00,8,Same as billing,Firefox,0.0
1005,4246,17.086962267548863,12,6,toys,39,M,India,desktop,paypal,241.222.45.32,New York,2025-10-17 11:00:00,2,Different,Edge,0.0
1006,7296,29.047350390586843,18,5,home,65,M,Germany,mobile,bank_transfer,134.113.189.40,Chicago,2025-10-17 11:15:00,8,Different,Edge,0.0
1007,3468,42.467405586727345,16,3,clothing,68,M,USA,tablet,crypto,19.196.205.146,Montreal,2025-10-17 11:30:00,9,Different,Firefox,0.0
1008,3897,23.082785856046435,13,4,groceries,33,F,Canada,mobile,paypal,29.89.253.224,London,2025-10-17 11:45:00,4,Same as billing,Safari,0.0
1009,1892,37.26388730990967,7,6,home,28,F,Canada,mobile,bank_transfer,5.103.146.99,Lyon,2025-10-17 12:00:00,9,Same as billing,Edge,0.0
1010,5832,44.45078960572918,23,2,electronics,77,F,USA,mobile,crypto,17.118.86.18,New York,2025-10-17 12:15:00,4,Different,Safari,0.0
1011,3576,14.73354231332729,15,6,books,76,M,Germany,desktop,paypal,184.122.0.80,Montreal,2025-10-17 12:30:00,8,Same as billing,Edge,0.0
1012,3517,41.3236386680972,11,2,home,31,F,Germany,mobile,paypal,44.141.204.180,Berlin,2025-10-17 12:45:00,7,Different,Chrome,0.0
1013,1745,39.083098924896234,9,0,groceries,24,M,India,mobile,bank_transfer,202.207.102.7,London,2025-10-17 13:00:00,7,Different,Safari,0.0
1014,9497,21.062178407666075,19,6,electronics,22,M,Canada,mobile,bank_transfer,35.46.145.178,Montreal,2025-10-17 13:15:00,9,Different,Firefox,0.0
1015,3130,49.52839817753902,19,6,clothing,75,M,Canada,tablet,crypto,177.141.115.99,Berlin,2025-10-17 13:30:00,8,Same as billing,Safari,0.0
1016,2972,16.815756714618068,23,1,home,57,F,Canada,desktop,debit_card,232.206.2.133,Bangalore,2025-10-17 13:45:00,6,Different,Safari,0.0
1017,3172,16.466146971426298,22,6,clothing,46,F,Canada,mobile,crypto,89.208.54.37,Guangzhou,2025-10-17 14:00:00,4,Different,Edge,0.0
1018,1954,39.7516624093939,23,3,toys,34,F,Germany,mobile,paypal,150.174.59.131,Guangzhou,2025-10-17 14:15:00,5,Same as billing,Safari,0.0
1019,4121,24.55957931229879,23,1,books,47,M,Canada,tablet,paypal,128.226.193.247,New York,2025-10-17 14:30:00,4,Different,Firefox,0.0
1020,4762,19.885774765146948,10,2,groceries,42,F,China,desktop,paypal,124.173.234.235,Montreal,2025-10-17 14:45:00,1,Same as billing,Edge,0.0
1021,6614,13.039826240259632,14,2,groceries,31,F,Germany,mobile,bank_transfer,14.246.59.132,Chicago,2025-10-17 15:00:00,6,Different,Edge,0.0
1022,5131,39.43995939205448,6,3,clothing,76,M,USA,desktop,paypal,34.195.112.117,Guangzhou,2025-10-17 15:15:00,9,Different,Chrome,0.0
1023,2808,40.384481276123466,9,4,books,59,F,China,mobile,paypal,161.211.180.4,Toronto,2025-10-17 15:30:00,7,Same as billing,Safari,0.0
1024,7212,30.49538014535632,12,5,electronics,39,F,France,mobile,crypto,134.127.147.47,Bangalore,2025-10-17 15:45:00,4,Same as billing,Chrome,0.0
1025,9624,48.07911259361178,16,3,groceries,61,F,USA,desktop,bank_transfer,204.175.38.91,London,2025-10-17 16:00:00,1,Different,Chrome,0.0
1026,8493,19.317347169019442,19,3,home,22,F,USA,tablet,crypto,243.160.181.111,Bangalore,2025-10-17 16:15:00,8,Same as billing,Chrome,0.0
1027,3607,14.882857046570173,15,0,groceries,57,F,UK,mobile,debit_card,137.93.97.255,Guangzhou,2025-10-17 16:30:00,2,Same as billing,Edge,0.0
1028,6556,35.486004602050784,13,5,home,45,F,USA,desktop,crypto,102.120.123.135,New York,2025-10-17 16:45:00,2,Different,Firefox,0.0
1029,4312,39.12838883598671,8,6,groceries,29,M,India,mobile,crypto,105.117.103.127,Birmingham,2025-10-17 17:00:00,7,Different,Chrome,0.0
1030,8070,15.120768674832007,13,4,home,53,M,UK,mobile,debit_card,182.79.54.61,Bangalore,2025-10-17 17:15:00,8,Different,Edge,0.0
1031,8866,8.447484391750095,23,1,toys,77,M,UK,tablet,crypto,40.252.3.21,Lyon,2025-10-17 17:30:00,2,Different,Chrome,0.0
1032,636,41.47324189638674,10,5,clothing,30,F,UK,tablet,paypal,246.190.161.252,Lyon,2025-10-17 17:45:00,2,Different,Edge,0.0
1033,1725,48.94258881407056,16,4,electronics,74,F,China,desktop,paypal,140.251.93.143,Birmingham,2025-10-17 18:00:00,4,Same as billing,Safari,0.0
1034,8073,34.010252873252796,14,3,electronics,38,M,USA,mobile,credit_card,203.113.65.27,Berlin,2025-10-17 18:15:00,9,Same as billing,Firefox,0.0
